TotalPlays;PlayerWins;CompWins;Tie;STONEChosenP;PAPERChosenP;SCISSORSChosenP;SPOCKChosenP;LIZARDChosenP;STONEChosenC;PAPERChosenC;SCISSORSChosenC;SPOCKChosenC;LIZARDChosenC
13;5;5;3;2;3;2;4;2;1;4;2;1;5
